Name,Composer,Miliseconds,Bytes,Album,Artist,Genre,MediaType
A Banda,,0,4349539,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Minha Historia,,0,6029673,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Com Açúcar E Com Afeto,,0,5846442,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Brejo Da Cruz,,0,7270749,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Meu Caro Amigo,,0,8778172,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Geni E O Zepelim,,0,10342226,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Trocando Em Miúdos,,0,5461468,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Vai Trabalhar Vagabundo,,0,4693941,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Gota D'água,,0,5074189,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Construção / Deus Lhe Pague,,0,12675305,Minha Historia,Frank Zappa & Captain Beefheart,Latin,MPEG audio file
Mateus Enter,Chico Science,0,1103013,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
O Cidadão Do Mundo,Chico Science,0,6724966,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Etnia,Chico Science,0,5061413,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Quilombo Groove [Instrumental],Chico Science,0,5042447,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Macô,Chico Science,0,8253934,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Um Passeio No Mundo Livre,Chico Science,0,7984291,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Samba Do Lado,Chico Science,0,7541688,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Maracatu Atômico,Chico Science,0,9670057,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
O Encontro De Isaac Asimov Com Santos Dumont No Céu,Chico Science,0,3240816,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Corpo De Lama,Chico Science,0,7714954,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Sobremesa,Chico Science,0,7960868,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Manguetown,Chico Science,0,6475159,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Um Satélite Na Cabeça,Chico Science,0,4272821,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Baião Ambiental [Instrumental],Chico Science,0,5198539,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Sangue De Bairro,Chico Science,0,4415557,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Enquanto O Mundo Explode,Chico Science,0,2968650,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Interlude Zumbi,Chico Science,0,2408550,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Criança De Domingo,Chico Science,0,6984813,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Amor De Muito,Chico Science,0,5881293,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Samidarish [Instrumental],Chico Science,0,8911641,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Maracatu Atômico [Atomic Version],Chico Science,0,9019677,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Maracatu Atômico [Ragga Mix],Chico Science,0,6986421,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Maracatu Atômico [Trip Hop],Chico Science,0,7380787,Afrociberdelia,Marcos Valle,Latin,MPEG audio file
Banditismo Por Uma Questa,,0,10251097,Da Lama Ao Caos,Milton Nascimento & Bebeto,Latin,MPEG audio file
Banditismo Por Uma Questa,,0,8147224,Da Lama Ao Caos,Milton Nascimento & Bebeto,Latin,MPEG audio file
Rios Pontes & Overdrives,,0,9659152,Da Lama Ao Caos,Milton Nascimento & Bebeto,Latin,MPEG audio file
Cidade,,0,7241817,Da Lama Ao Caos,Milton Nascimento & Bebeto,Latin,MPEG audio file
Praiera,,0,6172781,Da Lama Ao Caos,Milton Nascimento & Bebeto,Latin,MPEG audio file
Samba Makossa,,0,9095410,Da Lama Ao Caos,Milton Nascimento & Bebeto,Latin,MPEG audio file
Da Lama Ao Caos,,0,8378065,Da Lama Ao Caos,Milton Nascimento & Bebeto,Latin,MPEG audio file
Maracatu De Tiro Certeiro,,0,2901397,Da Lama Ao Caos,Milton Nascimento & Bebeto,Latin,MPEG audio file
Salustiano Song,,0,7183969,Da Lama Ao Caos,Milton Nascimento & Bebeto,Latin,MPEG audio file
Antene Se,,0,8253618,Da Lama Ao Caos,Milton Nascimento & Bebeto,Latin,MPEG audio file
Risoflora,,0,3536938,Da Lama Ao Caos,Milton Nascimento & Bebeto,Latin,MPEG audio file
Lixo Do Mangue,,0,6534200,Da Lama Ao Caos,Milton Nascimento & Bebeto,Latin,MPEG audio file
Computadores Fazem Arte,,0,13702771,Da Lama Ao Caos,Milton Nascimento & Bebeto,Latin,MPEG audio file
Girassol,Bino Farias/Da Gama/Lazão/Pedro Luis/Toni Garrido,0,8327676,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
A Sombra Da Maldade,Da Gama/Toni Garrido,0,7697230,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
Johnny B. Goode,Chuck Berry,0,8505985,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
Soldado Da Paz,Herbert Vianna,0,6455080,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
Firmamento,Bino Farias/Da Gama/Henry Lawes/Lazão/Toni Garrido/Winston Foser-Vers,0,7402658,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
Extra,Gilberto Gil,0,10078050,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
O Erê,Bernardo Vilhena/Bino Farias/Da Gama/Lazão/Toni Garrido,0,7866924,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
Podes Crer,Bino Farias/Da Gama/Lazão/Toni Garrido,0,7747747,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
A Estrada,Bino Farias/Da Gama/Lazão/Toni Garrido,0,8275673,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
Berlim,Da Gama/Toni Garrido,0,6920424,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
Já Foi,Bino Farias/Da Gama/Lazão/Toni Garrido,0,7388466,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
Onde Você Mora?,Marisa Monte/Nando Reis,0,8502588,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
Pensamento,Bino Farias/Da Gamma/Lazão/Rás Bernard,0,5748424,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
Conciliação,Da Gama/Lazão/Rás Bernardo,0,8552474,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
Realidade Virtual,Bino Farias/Da Gama/Lazão/Toni Garrido,0,6503533,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
Mensagem,Bino Farias/Da Gama/Lazão/Rás Bernardo,0,7488852,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
A Cor Do Sol,Bernardo Vilhena/Da Gama/Lazão,0,7663348,Acústico MTV [Live],Azymuth,Reggae,MPEG audio file
Onde Você Mora?,Marisa Monte/Nando Reis,0,10056970,Cidade Negra - Hits,Gilberto Gil,Reggae,MPEG audio file
O Erê,Bernardo Vilhena/Bino/Da Gama/Lazao/Toni Garrido,0,6950332,Cidade Negra - Hits,Gilberto Gil,Reggae,MPEG audio file
A Sombra Da Maldade,Da Gama/Toni Garrido,0,9544383,Cidade Negra - Hits,Gilberto Gil,Reggae,MPEG audio file
A Estrada,Da Gama/Lazao/Toni Garrido,0,9344477,Cidade Negra - Hits,Gilberto Gil,Reggae,MPEG audio file
Falar A Verdade,Bino/Da Gama/Ras Bernardo,0,8189093,Cidade Negra - Hits,Gilberto Gil,Reggae,MPEG audio file
Firmamento,Harry Lawes/Winston Foster-Vers,0,7507866,Cidade Negra - Hits,Gilberto Gil,Reggae,MPEG audio file
Pensamento,Bino/Da Gama/Ras Bernardo,0,6399761,Cidade Negra - Hits,Gilberto Gil,Reggae,MPEG audio file
Realidade Virtual,Bino/Da Gamma/Lazao/Toni Garrido,0,8069934,Cidade Negra - Hits,Gilberto Gil,Reggae,MPEG audio file
Doutor,Bino/Da Gama/Toni Garrido,0,5950952,Cidade Negra - Hits,Gilberto Gil,Reggae,MPEG audio file
Na Frente Da TV,Bino/Da Gama/Lazao/Ras Bernardo,0,9633659,Cidade Negra - Hits,Gilberto Gil,Reggae,MPEG audio file
Downtown,Cidade Negra,0,8024386,Cidade Negra - Hits,Gilberto Gil,Reggae,MPEG audio file
Sábado A Noite,Lulu Santos,0,8895073,Cidade Negra - Hits,Gilberto Gil,Reggae,MPEG audio file
A Cor Do Sol,Bernardo Vilhena/Da Gama/Lazao,0,9142937,Cidade Negra - Hits,Gilberto Gil,Reggae,MPEG audio file
Eu Também Quero Beijar,Fausto Nilo/Moraes Moreira/Pepeu Gomes,0,7029400,Cidade Negra - Hits,Gilberto Gil,Reggae,MPEG audio file
Noite Do Prazer,,0,10309980,Na Pista,João Gilberto,Latin,MPEG audio file
À Francesa,,0,8150846,Na Pista,João Gilberto,Latin,MPEG audio file
Cada Um Cada Um (A Namoradeira),,0,8441034,Na Pista,João Gilberto,Latin,MPEG audio file
Linha Do Equador,,0,8123466,Na Pista,João Gilberto,Latin,MPEG audio file
Amor Demais,,0,8420093,Na Pista,João Gilberto,Latin,MPEG audio file
Férias,,0,8731945,Na Pista,João Gilberto,Latin,MPEG audio file
Gostava Tanto De Você,,0,7685326,Na Pista,João Gilberto,Latin,MPEG audio file
Flor Do Futuro,,0,9205941,Na Pista,João Gilberto,Latin,MPEG audio file
Felicidade Urgente,,0,8873358,Na Pista,João Gilberto,Latin,MPEG audio file
Livre Pra Viver,,0,7111596,Na Pista,João Gilberto,Latin,MPEG audio file
"Dig-Dig, Lambe-Lambe (Ao Vivo)",Cassiano Costa/Cintia Maviane/J.F./Lucas Costa,0,6892516,Axé Bahia 2001,Bebel Gilberto,Pop,MPEG audio file
Pererê,Augusto Conceição/Chiclete Com Banana,0,6643207,Axé Bahia 2001,Bebel Gilberto,Pop,MPEG audio file
TriboTchan,Cal Adan/Paulo Levi,0,6507950,Axé Bahia 2001,Bebel Gilberto,Pop,MPEG audio file
"Tapa Aqui, Descobre Ali",Paulo Levi/W. Rangel,0,6327391,Axé Bahia 2001,Bebel Gilberto,Pop,MPEG audio file
Daniela,Jorge Cardoso/Pierre Onasis,0,7748006,Axé Bahia 2001,Bebel Gilberto,Pop,MPEG audio file
Bate Lata,Fábio Nolasco/Gal Sales/Ivan Brasil,0,7034985,Axé Bahia 2001,Bebel Gilberto,Pop,MPEG audio file
Garotas do Brasil,"Garay, Ricardo Engels/Luca Predabom/Ludwig, Carlos Henrique/Maurício Vieira",0,6973625,Axé Bahia 2001,Bebel Gilberto,Pop,MPEG audio file
Levada do Amor (Ailoviu),Luiz Wanderley/Paulo Levi,0,6457752,Axé Bahia 2001,Bebel Gilberto,Pop,MPEG audio file
Lavadeira,"Do Vale, Valverde/Gal Oliveira/Luciano Pinto",0,7254147,Axé Bahia 2001,Bebel Gilberto,Pop,MPEG audio file
Reboladeira,Cal Adan/Ferrugem/Julinho Carioca/Tríona Ní Dhomhnaill,0,7027525,Axé Bahia 2001,Bebel Gilberto,Pop,MPEG audio file
É que Nessa Encarnação Eu Nasci Manga,Lucina/Luli,0,6568081,Axé Bahia 2001,Bebel Gilberto,Pop,MPEG audio file
Reggae Tchan,"Cal Adan/Del Rey, Tension/Edu Casanova",0,6931328,Axé Bahia 2001,Bebel Gilberto,Pop,MPEG audio file
My Love,Jauperi/Zeu Góes,0,6772813,Axé Bahia 2001,Bebel Gilberto,Pop,MPEG audio file
Latinha de Cerveja,Adriano Bernandes/Edmar Neves,0,5532564,Axé Bahia 2001,Bebel Gilberto,Pop,MPEG audio file
You Shook Me,J B Lenoir/Willie Dixon,0,10249958,BBC Sessions [Disc 1] [Live],Jorge Vercilo,Rock,MPEG audio file
I Can't Quit You Baby,Willie Dixon,0,8581414,BBC Sessions [Disc 1] [Live],Jorge Vercilo,Rock,MPEG audio file
Communication Breakdown,Jimmy Page/John Bonham/John Paul Jones,0,6287257,BBC Sessions [Disc 1] [Live],Jorge Vercilo,Rock,MPEG audio file
Dazed and Confused,Jimmy Page,0,13035765,BBC Sessions [Disc 1] [Live],Jorge Vercilo,Rock,MPEG audio file
The Girl I Love She Got Long Black Wavy Hair,Jimmy Page/John Bonham/John Estes/John Paul Jones/Robert Plant,0,5995686,BBC Sessions [Disc 1] [Live],Jorge Vercilo,Rock,MPEG audio file
What is and Should Never Be,Jimmy Page/Robert Plant,0,8497116,BBC Sessions [Disc 1] [Live],Jorge Vercilo,Rock,MPEG audio file
Communication Breakdown(2),Jimmy Page/John Bonham/John Paul Jones,0,5261022,BBC Sessions [Disc 1] [Live],Jorge Vercilo,Rock,MPEG audio file
Travelling Riverside Blues,Jimmy Page/Robert Johnson/Robert Plant,0,10232581,BBC Sessions [Disc 1] [Live],Jorge Vercilo,Rock,MPEG audio file
Whole Lotta Love,Jimmy Page/John Bonham/John Paul Jones/Robert Plant/Willie Dixon,0,12258175,BBC Sessions [Disc 1] [Live],Jorge Vercilo,Rock,MPEG audio file
Somethin' Else,Bob Cochran/Sharon Sheeley,0,4165650,BBC Sessions [Disc 1] [Live],Jorge Vercilo,Rock,MPEG audio file
Communication Breakdown(3),Jimmy Page/John Bonham/John Paul Jones,0,6041133,BBC Sessions [Disc 1] [Live],Jorge Vercilo,Rock,MPEG audio file
I Can't Quit You Baby(2),Willie Dixon,0,12377615,BBC Sessions [Disc 1] [Live],Jorge Vercilo,Rock,MPEG audio file
You Shook Me(2),J B Lenoir/Willie Dixon,0,20138673,BBC Sessions [Disc 1] [Live],Jorge Vercilo,Rock,MPEG audio file
How Many More Times,Chester Burnett/Jimmy Page/John Bonham/John Paul Jones/Robert Plant,0,23092953,BBC Sessions [Disc 1] [Live],Jorge Vercilo,Rock,MPEG audio file
Debra Kadabra,Frank Zappa,0,7649679,Bongo Fury,Baby Consuelo,Rock,MPEG audio file
Carolina Hard-Core Ecstasy,Frank Zappa,0,11731061,Bongo Fury,Baby Consuelo,Rock,MPEG audio file
Sam With The Showing Scalp Flat Top,Don Van Vliet,0,5572993,Bongo Fury,Baby Consuelo,Rock,MPEG audio file
Poofter's Froth Wyoming Plans Ahead,Frank Zappa,0,6007019,Bongo Fury,Baby Consuelo,Rock,MPEG audio file
200 Years Old,Frank Zappa,0,8912465,Bongo Fury,Baby Consuelo,Rock,MPEG audio file
Cucamonga,Frank Zappa,0,4728586,Bongo Fury,Baby Consuelo,Rock,MPEG audio file
Advance Romance,Frank Zappa,0,22080051,Bongo Fury,Baby Consuelo,Rock,MPEG audio file
Man With The Woman Head,Don Van Vliet,0,2922044,Bongo Fury,Baby Consuelo,Rock,MPEG audio file
Muffin Man,Frank Zappa,0,10891682,Bongo Fury,Baby Consuelo,Rock,MPEG audio file
Vai-Vai 2001,,0,9402241,Carnaval 2001,Ney Matogrosso,Soundtrack,MPEG audio file
X-9 2001,,0,9310370,Carnaval 2001,Ney Matogrosso,Soundtrack,MPEG audio file
Gavioes 2001,,0,9616640,Carnaval 2001,Ney Matogrosso,Soundtrack,MPEG audio file
Nene 2001,,0,9694508,Carnaval 2001,Ney Matogrosso,Soundtrack,MPEG audio file
Rosas De Ouro 2001,,0,9721084,Carnaval 2001,Ney Matogrosso,Soundtrack,MPEG audio file
Mocidade Alegre 2001,,0,9599937,Carnaval 2001,Ney Matogrosso,Soundtrack,MPEG audio file
Camisa Verde 2001,,0,9633755,Carnaval 2001,Ney Matogrosso,Soundtrack,MPEG audio file
Leandro De Itaquera 2001,,0,9451845,Carnaval 2001,Ney Matogrosso,Soundtrack,MPEG audio file
Tucuruvi 2001,,0,9883335,Carnaval 2001,Ney Matogrosso,Soundtrack,MPEG audio file
Aguia De Ouro 2001,,0,9698729,Carnaval 2001,Ney Matogrosso,Soundtrack,MPEG audio file
Ipiranga 2001,,0,8522591,Carnaval 2001,Ney Matogrosso,Soundtrack,MPEG audio file
Morro Da Casa Verde 2001,,0,9718778,Carnaval 2001,Ney Matogrosso,Soundtrack,MPEG audio file
Perola Negra 2001,,0,9619196,Carnaval 2001,Ney Matogrosso,Soundtrack,MPEG audio file
Sao Lucas 2001,,0,10020122,Carnaval 2001,Ney Matogrosso,Soundtrack,MPEG audio file
Guanabara,Marcos Valle,0,8499591,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
Mas Que Nada,Jorge Ben,0,8255254,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
Vôo Sobre o Horizonte,J.r.Bertami/Parana,0,7528825,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
A Paz,Donato/Gilberto Gil,0,8619173,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
Wave (Vou te Contar),Antonio Carlos Jobim,0,9057557,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
Água de Beber,Antonio Carlos Jobim/Vinicius de Moraes,0,4866476,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
Samba da Bençaco,Baden Powell/Vinicius de Moraes,0,9440676,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
Pode Parar,Jorge Vercilo/Jota Maranhao,0,6046678,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
Menino do Rio,Caetano Veloso,0,8737489,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
Ando Meio Desligado,Caetano Veloso,0,6547648,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
Mistério da Raça,Luiz Melodia/Ricardo Augusto,0,6191752,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
All Star,Nando Reis,0,5891697,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
Menina Bonita,Alexandre Brazil/Pedro Luis/Rodrigo Cabelo,0,7938246,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
Pescador de Ilusões,Macelo Yuka/O Rappa,0,8267067,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
À Vontade (Live Mix),Bombom/Ed Motta,0,5972430,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
Maria Fumaça,Luiz Carlos/Oberdan,0,4743149,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
Sambassim (dj patife remix),Alba Carvalho/Fernando Porto,0,7243166,Chill: Brazil (Disc 1),Luiz Melodia,Latin,MPEG audio file
Garota De Ipanema,Vários,0,9141343,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Tim Tim Por Tim Tim,Vários,0,7143328,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Tarde Em Itapoã,Vários,0,10344491,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Tanto Tempo,Vários,0,5572240,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Eu Vim Da Bahia - Live,Vários,0,5115428,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Alô Alô Marciano,Vários,0,8013065,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Linha Do Horizonte,Vários,0,9275929,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Only A Dream In Rio,Vários,0,12192989,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Abrir A Porta,Vários,0,8991141,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Alice,Vários,0,5594341,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Momentos Que Marcam,Vários,0,9313740,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Um Jantar Pra Dois,Vários,0,7819755,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Bumbo Da Mangueira,Vários,0,9073350,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Mr Funk Samba,Vários,0,7102545,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Santo Antonio,Vários,0,5492069,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Por Você,Vários,0,6792493,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Só Tinha De Ser Com Você,Vários,0,13085596,Chill: Brazil (Disc 2),Nando Reis,Latin,MPEG audio file
Free Speech For The Dumb,Molaney/Morris/Roberts/Wainwright,0,5076048,Garage Inc. (Disc 1),Pedro Luís & A Parede,Metal,MPEG audio file
It's Electric,Harris/Tatler,0,6978601,Garage Inc. (Disc 1),Pedro Luís & A Parede,Metal,MPEG audio file
Sabbra Cadabra,Black Sabbath,0,12418147,Garage Inc. (Disc 1),Pedro Luís & A Parede,Metal,MPEG audio file
Turn The Page,Seger,0,11946327,Garage Inc. (Disc 1),Pedro Luís & A Parede,Metal,MPEG audio file
Die Die My Darling,Danzig,0,4867667,Garage Inc. (Disc 1),Pedro Luís & A Parede,Metal,MPEG audio file
Loverman,Cave,0,15446975,Garage Inc. (Disc 1),Pedro Luís & A Parede,Metal,MPEG audio file
Mercyful Fate,Diamond/Shermann,0,21942829,Garage Inc. (Disc 1),Pedro Luís & A Parede,Metal,MPEG audio file
Astronomy,A.Bouchard/J.Bouchard/S.Pearlman,0,13065612,Garage Inc. (Disc 1),Pedro Luís & A Parede,Metal,MPEG audio file
Whiskey In The Jar,Traditional,0,9943129,Garage Inc. (Disc 1),Pedro Luís & A Parede,Metal,MPEG audio file
Tuesday's Gone,Collins/Van Zandt,0,17900787,Garage Inc. (Disc 1),Pedro Luís & A Parede,Metal,MPEG audio file
The More I See,Molaney/Morris/Roberts/Wainwright,0,9378873,Garage Inc. (Disc 1),Pedro Luís & A Parede,Metal,MPEG audio file
A Kind Of Magic,Roger Taylor,0,8689618,Greatest Hits II,O Rappa,Rock,MPEG audio file
Under Pressure,Queen & David Bowie,0,7739042,Greatest Hits II,O Rappa,Rock,MPEG audio file
Radio GA GA,Roger Taylor,0,11358573,Greatest Hits II,O Rappa,Rock,MPEG audio file
I Want It All,Queen,0,7876564,Greatest Hits II,O Rappa,Rock,MPEG audio file
I Want To Break Free,John Deacon,0,8552861,Greatest Hits II,O Rappa,Rock,MPEG audio file
Innuendo,Queen,0,12664591,Greatest Hits II,O Rappa,Rock,MPEG audio file
It's A Hard Life,Freddie Mercury,0,8112242,Greatest Hits II,O Rappa,Rock,MPEG audio file
Breakthru,Queen,0,8150479,Greatest Hits II,O Rappa,Rock,MPEG audio file
Who Wants To Live Forever,Brian May,0,9577577,Greatest Hits II,O Rappa,Rock,MPEG audio file
Headlong,Queen,0,8921404,Greatest Hits II,O Rappa,Rock,MPEG audio file
The Miracle,Queen,0,9671923,Greatest Hits II,O Rappa,Rock,MPEG audio file
I'm Going Slightly Mad,Queen,0,8192339,Greatest Hits II,O Rappa,Rock,MPEG audio file
The Invisible Man,Queen,0,7920353,Greatest Hits II,O Rappa,Rock,MPEG audio file
Hammer To Fall,Brian May,0,7255404,Greatest Hits II,O Rappa,Rock,MPEG audio file
Friends Will Be Friends,Freddie Mercury & John Deacon,0,8114582,Greatest Hits II,O Rappa,Rock,MPEG audio file
The Show Must Go On,Queen,0,8526760,Greatest Hits II,O Rappa,Rock,MPEG audio file
One Vision,Queen,0,7936928,Greatest Hits II,O Rappa,Rock,MPEG audio file
Detroit Rock City,"Paul Stanley, B. Ezrin",0,7146372,Greatest Kiss,Ed Motta,Rock,MPEG audio file
